rental_id,user_id,age,gender,start_time,end_time,start_station,end_station,duration_minutes,price
1022,U6134,33,M,2024-01-19 01:28:00,2024-01-19 01:36:00,Station Souk,Station Centre-Ville,8,6.2
1023,U9937,51,M,2024-12-31 08:00:00,2024-12-31 08:15:00,Station Centre-Ville,Station Quartier Administratif,15,6.9
1024,U1263,39,F,2025-01-17 19:31:00,2025-01-17 19:39:00,Station Aéroport Bus,Station Gare,8,6.2
1025,U1850,38,F,2024-08-24 09:33:00,2024-08-24 09:56:00,Station Stade,Station Parc Central,23,7.6
1026,U5027,18,F,2024-08-21 08:09:00,2024-08-21 08:20:00,Station Stade,Station Souk,11,7.4
1027,U7947,39,M,2024-05-25 09:34:00,2024-05-25 10:09:00,Station Aéroport Bus,Station Marina,35,10.3
1028,U5648,40,M,2025-08-09 18:52:00,2025-08-09 19:30:00,Station Marina,Station Université,38,9.8
1029,U9333,52,M,2025-12-31 07:38:00,2025-12-31 07:43:00,Station Hôpital,Station Quartier Administratif,5,6.7
1030,U4845,56,Autre,2024-11-30 10:33:00,2024-11-30 10:56:00,Station Parc Central,Station Stade,23,8.6
1031,U4474,54,M,2024-08-10 07:29:00,2024-08-10 07:39:00,Station Technopark,Station Université,10,6.7
1032,U6665,49,F,2024-06-29 17:41:00,2024-06-29 18:10:00,Station Université,Station Gare,29,9.1
1033,U9551,26,F,2025-04-26 08:15:00,2025-04-26 08:23:00,Station Corniche,Station Université,8,5.2
1034,U9691,39,F,2024-05-31 18:18:00,2024-05-31 18:39:00,Station Hôpital,Station Quartier Administratif,21,9.1
1035,U1944,35,F,2025-06-22 16:47:00,2025-06-22 17:15:00,Station Technopark,Station Université,28,9.1
1036,U4690,22,M,2024-06-16 18:46:00,2024-06-16 19:00:00,Station Parc Central,Station Stade,14,7.4
1037,U1620,51,F,2025-06-10 07:40:00,2025-06-10 08:14:00,Station Marina,Station Corniche,34,9.8
1038,U8055,33,M,2024-12-18 21:54:00,2024-12-18 21:59:00,Station Centre-Ville,Station Souk,5,5.7
1039,U6896,57,M,2024-08-19 18:38:00,2024-08-19 19:00:00,Station Souk,Station Centre-Ville,22,8.6
1040,U5979,36,F,2024-07-21 07:10:00,2024-07-21 07:46:00,Station Université,Station Quartier Administratif,36,9.3
1041,U8241,45,F,2025-02-09 19:22:00,2025-02-09 19:51:00,Station Centre-Ville,Station Quartier Administratif,29,7.6
1042,U1128,32,M,2025-05-07 02:39:00,2025-05-07 03:06:00,Station Gare,Station Université,27,7.6
1043,U5140,20,F,2024-03-19 19:23:00,2024-03-19 19:35:00,Station Hôpital,Station Parc Central,12,7.4
1044,U2105,33,M,2025-02-04 07:23:00,2025-02-04 07:54:00,Station Hôpital,Station Parc Central,31,9.8
1045,U8372,30,F,2024-02-03 17:29:00,2024-02-03 17:37:00,Station Marina,Station Quartier Administratif,8,6.2
1046,U5000,31,F,2025-08-22 09:55:00,2025-08-22 10:23:00,Station Quartier Administratif,Station Centre-Ville,28,8.6
1047,U3389,52,F,2025-12-18 08:41:00,2025-12-18 09:10:00,Station Souk,Station Stade,29,8.6
1048,U8496,26,F,2025-08-29 07:17:00,2025-08-29 07:47:00,Station Centre-Ville,Station Souk,30,8.1
1049,U7584,50,M,2024-08-16 19:31:00,2024-08-16 20:00:00,Station Centre-Ville,Station Hôpital,29,9.1
1050,U2258,42,M,2024-07-15 08:00:00,2024-07-15 08:28:00,Station Centre-Ville,Station Parc Central,28,7.6
1051,U2981,65,Autre,2025-01-15 07:43:00,2025-01-15 08:02:00,Station Parc Central,Station Hôpital,19,7.9
1052,U1137,53,M,2025-05-17 15:01:00,2025-05-17 15:32:00,Station Stade,Station Corniche,31,10.3
1053,U9796,49,F,2024-12-04 19:55:00,2024-12-04 20:36:00,Station Hôpital,Station Parc Central,41,11.0
1054,U1221,58,M,2024-06-27 21:43:00,2024-06-27 21:48:00,Station Quartier Administratif,Station Technopark,5,6.2
1055,U8369,29,F,2025-04-14 09:17:00,2025-04-14 09:37:00,Station Corniche,Station Technopark,20,7.4
1056,U6645,59,M,2024-01-03 09:16:00,2024-01-03 09:50:00,Station Gare,Station Université,34,9.8
1057,U7128,49,F,2024-11-26 11:59:00,2024-11-26 12:39:00,Station Hôpital,Station Aéroport Bus,40,9.8
1058,U1854,47,M,2024-11-08 08:48:00,2024-11-08 09:10:00,Station Quartier Administratif,Station Technopark,22,8.6
1059,U7672,42,F,2024-02-17 11:01:00,2024-02-17 11:18:00,Station Stade,Station Université,17,7.4
1060,U7360,65,F,2025-03-13 20:49:00,2025-03-13 21:17:00,Station Hôpital,Station Technopark,28,8.1
1061,U2888,29,F,2025-04-29 17:23:00,2025-04-29 17:36:00,Station Aéroport Bus,Station Gare,13,6.9
1062,U3685,63,M,2024-03-03 18:02:00,2024-03-03 18:21:00,Station Souk,Station Stade,19,7.4
1063,U2010,37,F,2024-06-04 18:07:00,2024-06-04 18:40:00,Station Souk,Station Centre-Ville,33,10.3
1064,U8581,20,M,2025-07-26 14:08:00,2025-07-26 14:32:00,Station Hôpital,Station Parc Central,24,8.6
1065,U5308,39,M,2024-04-19 12:52:00,2024-04-19 13:09:00,Station Université,Station Gare,17,7.4
1066,U5931,40,F,2025-01-04 19:22:00,2025-01-04 19:43:00,Station Corniche,Station Marina,21,8.6
1067,U5774,53,F,2024-08-23 11:11:00,2024-08-23 11:44:00,Station Quartier Administratif,Station Technopark,33,9.8
1068,U7108,50,F,2024-08-13 07:41:00,2024-08-13 08:16:00,Station Technopark,Station Université,35,9.8
1069,U6950,46,M,2024-09-22 09:26:00,2024-09-22 10:36:00,Station Hôpital,Station Souk,70,13.9
1070,U9072,49,M,2024-07-02 15:32:00,2024-07-02 15:50:00,Station Gare,Station Centre-Ville,18,7.4
1071,U3860,51,M,2024-04-02 09:23:00,2024-04-02 09:46:00,Station Gare,Station Centre-Ville,23,7.6
1072,U2258,50,M,2025-08-28 07:25:00,2025-08-28 08:44:00,Station Corniche,Station Quartier Administratif,79,14.1
1073,U3657,45,M,2024-02-26 12:44:00,2024-02-26 12:56:00,Station Stade,Station Souk,12,7.4
1074,U5262,46,M,2024-07-25 15:59:00,2024-07-25 16:12:00,Station Aéroport Bus,Station Gare,13,7.4
1075,U9015,64,F,2025-09-10 13:30:00,2025-09-10 14:05:00,Station Stade,Station Souk,35,10.3
1076,U2618,28,M,2024-08-04 12:16:00,2024-08-04 12:21:00,Station Marina,Station Corniche,5,6.2
1077,U7684,29,M,2025-07-17 13:17:00,2025-07-17 13:38:00,Station Centre-Ville,Station Quartier Administratif,21,8.6
1078,U6325,25,Autre,2024-08-02 09:13:00,2024-08-02 09:35:00,Station Stade,Station Souk,22,8.6
1079,U9873,52,F,2025-07-20 10:48:00,2025-07-20 10:56:00,Station Hôpital,Station Souk,8,6.2
1080,U1958,58,M,2025-08-05 18:22:00,2025-08-05 18:45:00,Station Souk,Station Stade,23,8.6
1081,U3909,26,M,2024-12-29 20:46:00,2024-12-29 21:13:00,Station Aéroport Bus,Station Gare,27,8.6
1082,U1944,25,F,2024-01-04 19:18:00,2024-01-04 19:56:00,Station Technopark,Station Quartier Administratif,38,10.3
1083,U3020,56,F,2024-12-28 09:38:00,2024-12-28 09:50:00,Station Marina,Station Centre-Ville,12,6.4
1084,U7223,47,M,2024-09-23 19:14:00,2024-09-23 19:43:00,Station Souk,Station Centre-Ville,29,7.6
1085,U6437,40,M,2024-05-23 16:31:00,2024-05-23 16:52:00,Station Technopark,Station Université,21,8.1
1086,U1887,45,M,2024-02-01 20:16:00,2024-02-01 20:21:00,Station Corniche,Station Stade,5,6.7
1087,U8868,24,M,2025-07-21 19:43:00,2025-07-21 20:09:00,Station Centre-Ville,Station Parc Central,26,8.1
1088,U6225,19,M,2024-02-15 10:47:00,2024-02-15 11:16:00,Station Souk,Station Stade,29,8.6
1089,U4017,40,M,2025-05-12 08:19:00,2025-05-12 08:31:00,Station Université,Station Gare,12,7.4
1090,U3363,59,Autre,2025-02-24 19:55:00,2025-02-24 20:10:00,Station Université,Station Gare,15,7.4
1091,U9659,43,F,2025-06-18 14:06:00,2025-06-18 14:18:00,Station Souk,Station Centre-Ville,12,7.4
1092,U5354,35,F,2024-05-16 20:31:00,2024-05-16 20:49:00,Station Quartier Administratif,Station Technopark,18,7.9
1093,U3572,23,M,2025-02-07 10:04:00,2025-02-07 10:38:00,Station Université,Station Hôpital,34,9.8
1094,U5340,43,M,2024-07-26 18:13:00,2024-07-26 18:47:00,Station Aéroport Bus,Station Centre-Ville,34,8.8
1095,U2293,43,F,2025-09-09 09:06:00,2025-09-09 09:44:00,Station Gare,Station Centre-Ville,38,9.8
1096,U8565,33,F,2025-09-30 17:49:00,2025-09-30 18:12:00,Station Hôpital,Station Parc Central,23,8.1
1097,U6200,39,M,2024-01-21 10:12:00,2024-01-21 10:35:00,Station Centre-Ville,Station Parc Central,23,8.1
1098,U1469,34,F,2024-06-08 08:48:00,2024-06-08 09:03:00,Station Corniche,Station Marina,15,7.4
1099,U4073,25,F,2025-11-15 18:25:00,2025-11-15 18:30:00,Station Aéroport Bus,Station Gare,5,5.2
1100,U5831,40,M,2025-07-22 08:13:00,2025-07-22 08:35:00,Station Parc Central,Station Stade,22,8.6
1101,U1566,24,M,2025-07-20 19:45:00,2025-07-20 20:26:00,Station Souk,Station Université,41,11.0
1102,U7572,30,M,2024-11-05 18:07:00,2024-11-05 18:31:00,Station Gare,Station Université,24,8.6
1103,U6865,25,F,2025-10-06 10:35:00,2025-10-06 10:55:00,Station Centre-Ville,Station Gare,20,6.9
1104,U6447,33,F,2025-11-06 19:44:00,2025-11-06 20:38:00,Station Hôpital,Station Gare,54,12.7
1105,U6833,49,F,2024-06-10 18:44:00,2024-06-10 19:29:00,Station Aéroport Bus,Station Parc Central,45,10.0
1106,U6182,31,F,2024-09-18 14:56:00,2024-09-18 15:20:00,Station Souk,Station Centre-Ville,24,8.6
1107,U7387,31,Autre,2025-01-16 21:43:00,2025-01-16 22:06:00,Station Parc Central,Station Université,23,8.1
1108,U3868,57,M,2024-02-20 19:56:00,2024-02-20 20:43:00,Station Marina,Station Corniche,47,11.0
1109,U1051,56,M,2025-08-13 11:02:00,2025-08-13 12:13:00,Station Hôpital,Station Université,71,14.6
1110,U8170,34,F,2024-03-02 18:14:00,2024-03-02 18:43:00,Station Université,Station Parc Central,29,7.6
1111,U5493,47,M,2024-05-28 08:36:00,2024-05-28 08:49:00,Station Gare,Station Université,13,7.4
1112,U3330,40,F,2025-09-08 11:21:00,2025-09-08 12:05:00,Station Marina,Station Centre-Ville,44,11.0
1113,U5566,21,F,2025-01-15 17:59:00,2025-01-15 18:20:00,Station Parc Central,Station Hôpital,21,8.1
1114,U5831,44,M,2025-06-06 09:24:00,2025-06-06 09:45:00,Station Université,Station Stade,21,8.1
1115,U5536,40,F,2025-09-21 10:31:00,2025-09-21 11:09:00,Station Parc Central,Station Souk,38,9.8
1116,U2999,56,M,2025-03-16 23:12:00,2025-03-16 23:34:00,Station Quartier Administratif,Station Technopark,22,8.6
1117,U3668,38,M,2025-08-04 10:18:00,2025-08-04 11:02:00,Station Technopark,Station Centre-Ville,44,11.0
1118,U1656,22,M,2024-08-25 18:30:00,2024-08-25 19:32:00,Station Parc Central,Station Marina,62,13.4
1119,U5882,19,M,2024-01-22 12:27:00,2024-01-22 13:01:00,Station Hôpital,Station Quartier Administratif,34,9.8
1120,U8633,55,F,2024-09-18 17:36:00,2024-09-18 17:57:00,Station Parc Central,Station Stade,21,9.1
1121,U5977,64,M,2025-05-17 12:24:00,2025-05-17 12:32:00,Station Gare,Station Aéroport Bus,8,6.7
1122,U8551,42,M,2025-01-05 07:44:00,2025-01-05 08:18:00,Station Université,Station Technopark,34,9.3
1123,U5062,28,Autre,2025-05-24 18:07:00,2025-05-24 18:39:00,Station Souk,Station Stade,32,9.8
1124,U8251,64,F,2025-12-08 09:03:00,2025-12-08 09:45:00,Station Marina,Station Quartier Administratif,42,11.5
1125,U7895,23,Autre,2025-02-17 19:46:00,2025-02-17 20:04:00,Station Corniche,Station Stade,18,6.9
1126,U4316,62,M,2024-10-16 11:34:00,2024-10-16 11:53:00,Station Stade,Station Souk,19,7.4
1127,U6140,37,F,2024-06-25 18:08:00,2024-06-25 18:34:00,Station Gare,Station Centre-Ville,26,7.6
1128,U3411,45,M,2024-06-20 16:45:00,2024-06-20 17:19:00,Station Gare,Station Centre-Ville,34,9.8
1129,U1076,50,F,2025-08-06 09:51:00,2025-08-06 10:33:00,Station Souk,Station Quartier Administratif,42,11.0
1130,U8967,58,M,2024-07-07 09:14:00,2024-07-07 09:27:00,Station Corniche,Station Université,13,7.9
1131,U2327,32,M,2024-02-07 20:05:00,2024-02-07 20:44:00,Station Technopark,Station Université,39,9.8
1132,U1132,41,F,2024-03-17 09:22:00,2024-03-17 09:55:00,Station Université,Station Gare,33,8.8
1133,U9549,28,M,2024-10-21 18:30:00,2024-10-21 18:46:00,Station Marina,Station Centre-Ville,16,6.4
1134,U1751,40,Autre,2025-06-17 18:44:00,2025-06-17 19:26:00,Station Parc Central,Station Hôpital,42,11.0
1135,U1487,22,M,2025-01-23 18:18:00,2025-01-23 18:54:00,Station Gare,Station Université,36,9.8
1136,U1664,20,M,2025-09-25 13:23:00,2025-09-25 14:03:00,Station Parc Central,Station Quartier Administratif,40,9.8
1137,U8749,33,F,2024-02-11 17:09:00,2024-02-11 17:32:00,Station Aéroport Bus,Station Gare,23,8.1
1138,U4612,55,F,2024-10-12 07:12:00,2024-10-12 07:18:00,Station Technopark,Station Université,6,6.2
1139,U9505,43,M,2024-08-12 01:43:00,2024-08-12 02:23:00,Station Université,Station Hôpital,40,10.3
1140,U8528,45,F,2024-09-19 09:07:00,2024-09-19 09:37:00,Station Quartier Administratif,Station Hôpital,30,9.1
1141,U5482,42,M,2025-07-08 16:39:00,2025-07-08 16:58:00,Station Parc Central,Station Stade,19,6.4
1142,U8982,26,M,2025-08-24 18:48:00,2025-08-24 19:13:00,Station Gare,Station Université,25,9.1
1143,U3231,32,F,2024-03-04 18:37:00,2024-03-04 19:59:00,Station Technopark,Station Corniche,82,15.8
1144,U7085,25,F,2025-06-20 07:20:00,2025-06-20 07:40:00,Station Souk,Station Centre-Ville,20,6.4
1145,U7107,28,M,2025-03-26 13:43:00,2025-03-26 13:48:00,Station Gare,Station Centre-Ville,5,6.2
1146,U5375,19,M,2024-12-19 10:09:00,2024-12-19 10:40:00,Station Gare,Station Aéroport Bus,31,8.8
1147,U1357,34,M,2024-11-15 19:04:00,2024-11-15 19:28:00,Station Souk,Station Centre-Ville,24,8.6
1148,U5892,30,F,2025-06-09 19:16:00,2025-06-09 19:46:00,Station Corniche,Station Stade,30,8.6
1149,U1382,22,M,2025-08-26 08:25:00,2025-08-26 08:53:00,Station Quartier Administratif,Station Centre-Ville,28,9.1
1150,U9387,51,M,2024-09-15 16:04:00,2024-09-15 16:15:00,Station Hôpital,Station Quartier Administratif,11,7.4
1151,U8030,50,Autre,2025-01-10 07:48:00,2025-01-10 08:07:00,Station Aéroport Bus,Station Gare,19,7.4
1152,U8605,42,F,2025-01-28 15:47:00,2025-01-28 16:10:00,Station Stade,Station Souk,23,8.6
1153,U4868,26,F,2025-11-30 07:43:00,2025-11-30 08:07:00,Station Aéroport Bus,Station Gare,24,8.6
1154,U6689,53,M,2025-12-17 19:55:00,2025-12-17 20:24:00,Station Corniche,Station Stade,29,8.1
1155,U9172,24,M,2025-08-05 00:33:00,2025-08-05 00:55:00,Station Hôpital,Station Parc Central,22,9.1
1156,U9743,42,F,2024-10-05 10:00:00,2024-10-05 10:18:00,Station Parc Central,Station Centre-Ville,18,7.4
1157,U2744,43,F,2024-10-27 18:01:00,2024-10-27 18:46:00,Station Stade,Station Gare,45,10.0
1158,U9100,53,M,2024-06-25 13:43:00,2024-06-25 14:02:00,Station Centre-Ville,Station Gare,19,7.9
1159,U6845,63,F,2024-06-24 10:33:00,2024-06-24 10:58:00,Station Parc Central,Station Hôpital,25,8.1
1160,U6644,62,M,2025-01-25 18:35:00,2025-01-25 18:45:00,Station Quartier Administratif,Station Centre-Ville,10,5.7
1161,U1201,31,M,2025-01-23 17:34:00,2025-01-23 17:46:00,Station Stade,Station Souk,12,7.4
1162,U3725,40,F,2025-11-13 09:51:00,2025-11-13 10:13:00,Station Stade,Station Souk,22,8.6
1163,U4687,45,F,2024-12-14 13:46:00,2024-12-14 13:51:00,Station Parc Central,Station Université,5,5.7
1164,U1346,41,F,2025-11-26 13:24:00,2025-11-26 13:56:00,Station Centre-Ville,Station Gare,32,9.8
1165,U6333,47,F,2024-04-24 18:46:00,2024-04-24 19:20:00,Station Technopark,Station Quartier Administratif,34,9.8
1166,U4208,65,F,2024-07-25 11:01:00,2024-07-25 11:18:00,Station Marina,Station Corniche,17,6.4
1167,U4286,63,M,2024-04-02 16:38:00,2024-04-02 17:01:00,Station Gare,Station Aéroport Bus,23,7.6
1168,U3439,40,F,2025-03-05 18:07:00,2025-03-05 19:04:00,Station Stade,Station Gare,57,12.2
1169,U1029,22,F,2024-10-11 07:01:00,2024-10-11 07:22:00,Station Gare,Station Université,21,8.6
1170,U5926,58,M,2024-09-16 16:43:00,2024-09-16 17:14:00,Station Souk,Station Stade,31,10.3
1171,U2537,36,F,2024-05-16 09:36:00,2024-05-16 10:05:00,Station Parc Central,Station Université,29,9.1
1172,U2691,59,M,2024-06-12 12:09:00,2024-06-12 12:23:00,Station Souk,Station Centre-Ville,14,6.9
1173,U6360,60,M,2024-03-01 15:58:00,2024-03-01 16:22:00,Station Gare,Station Aéroport Bus,24,8.6
1174,U4990,44,M,2024-12-22 18:32:00,2024-12-22 18:50:00,Station Corniche,Station Marina,18,7.4
1175,U1096,20,M,2024-12-19 15:00:00,2024-12-19 15:05:00,Station Parc Central,Station Hôpital,5,5.2
1176,U4523,40,F,2024-11-28 07:05:00,2024-11-28 07:24:00,Station Gare,Station Université,19,7.4
1177,U4500,44,Autre,2024-03-04 13:10:00,2024-03-04 13:36:00,Station Technopark,Station Université,26,8.6
1178,U2469,28,F,2024-05-21 14:13:00,2024-05-21 14:54:00,Station Hôpital,Station Quartier Administratif,41,11.0
1179,U1199,51,F,2025-08-01 19:41:00,2025-08-01 20:09:00,Station Gare,Station Centre-Ville,28,8.6
1180,U4001,36,M,2025-11-02 17:17:00,2025-11-02 17:52:00,Station Souk,Station Centre-Ville,35,9.8
1181,U6352,47,M,2025-06-17 09:00:00,2025-06-17 09:28:00,Station Université,Station Technopark,28,9.1
1182,U4071,61,F,2025-01-25 10:27:00,2025-01-25 11:07:00,Station Stade,Station Corniche,40,9.8
1183,U3212,44,M,2025-06-08 19:47:00,2025-06-08 20:30:00,Station Corniche,Station Marina,43,11.0
1184,U6855,34,M,2025-01-22 07:46:00,2025-01-22 08:18:00,Station Centre-Ville,Station Corniche,32,9.8
1185,U4817,26,F,2025-06-22 18:37:00,2025-06-22 19:02:00,Station Hôpital,Station Quartier Administratif,25,7.6
1186,U7058,22,F,2024-09-15 10:17:00,2024-09-15 10:38:00,Station Corniche,Station Stade,21,8.6
1187,U1436,62,M,2025-05-28 14:36:00,2025-05-28 14:47:00,Station Marina,Station Centre-Ville,11,7.4
1188,U3622,33,M,2025-12-03 18:33:00,2025-12-03 19:01:00,Station Corniche,Station Marina,28,8.6
1189,U9047,29,M,2024-09-12 07:11:00,2024-09-12 07:38:00,Station Aéroport Bus,Station Gare,27,7.6
1190,U8676,41,M,2024-07-22 18:09:00,2024-07-22 18:52:00,Station Parc Central,Station Aéroport Bus,43,11.0
1191,U5387,31,M,2025-07-22 08:23:00,2025-07-22 08:44:00,Station Parc Central,Station Centre-Ville,21,9.1
1192,U7146,51,M,2025-11-06 16:06:00,2025-11-06 16:43:00,Station Centre-Ville,Station Parc Central,37,8.8
1193,U7545,18,F,2025-03-22 17:58:00,2025-03-22 18:37:00,Station Université,Station Gare,39,9.8
1194,U4760,54,M,2025-01-22 18:58:00,2025-01-22 19:23:00,Station Gare,Station Université,25,8.6
1195,U5596,43,F,2024-04-06 10:28:00,2024-04-06 11:25:00,Station Hôpital,Station Gare,57,11.7
1196,U8863,62,M,2024-05-03 16:47:00,2024-05-03 17:17:00,Station Stade,Station Souk,30,7.6
1197,U1129,49,M,2024-12-29 18:14:00,2024-12-29 18:49:00,Station Corniche,Station Marina,35,8.8
1198,U8215,36,F,2024-05-15 19:11:00,2024-05-15 19:45:00,Station Stade,Station Souk,34,10.3
1199,U5765,43,M,2024-08-06 08:24:00,2024-08-06 09:00:00,Station Parc Central,Station Université,36,9.3
1200,U7189,29,F,2025-07-06 10:21:00,2025-07-06 10:47:00,Station Aéroport Bus,Station Gare,26,8.6
1201,U4514,45,M,2024-05-27 19:16:00,2024-05-27 19:35:00,Station Stade,Station Corniche,19,7.9
1202,U6476,64,F,2025-09-15 15:15:00,2025-09-15 15:36:00,Station Parc Central,Station Centre-Ville,21,8.6
1203,U6219,58,F,2025-08-04 17:21:00,2025-08-04 17:56:00,Station Aéroport Bus,Station Gare,35,9.3
1204,U8209,31,M,2025-07-08 19:59:00,2025-07-08 20:15:00,Station Hôpital,Station Quartier Administratif,16,7.9
1205,U8626,63,F,2025-11-18 19:26:00,2025-11-18 19:36:00,Station Parc Central,Station Université,10,5.7
1206,U1119,43,F,2025-07-11 06:14:00,2025-07-11 06:34:00,Station Parc Central,Station Hôpital,20,6.4
1207,U8269,48,Autre,2024-04-15 08:12:00,2024-04-15 08:17:00,Station Corniche,Station Marina,5,6.2
1208,U3819,21,M,2024-02-05 13:27:00,2024-02-05 13:53:00,Station Technopark,Station Gare,26,8.1
1209,U6202,40,F,2024-11-04 11:36:00,2024-11-04 11:59:00,Station Technopark,Station Quartier Administratif,23,8.6
1210,U1453,24,M,2025-10-29 16:42:00,2025-10-29 17:12:00,Station Gare,Station Centre-Ville,30,7.6
1211,U7264,42,M,2025-04-21 08:58:00,2025-04-21 09:28:00,Station Aéroport Bus,Station Gare,30,7.6
1212,U2303,45,F,2025-04-08 08:29:00,2025-04-08 08:46:00,Station Quartier Administratif,Station Hôpital,17,7.4
1213,U2543,46,M,2025-04-16 19:19:00,2025-04-16 19:24:00,Station Hôpital,Station Parc Central,5,6.2
1214,U2695,41,F,2025-02-15 09:20:00,2025-02-15 09:59:00,Station Marina,Station Centre-Ville,39,9.3
1215,U2054,63,M,2025-06-22 08:39:00,2025-06-22 09:02:00,Station Technopark,Station Quartier Administratif,23,8.1
1216,U5003,49,F,2024-07-28 14:08:00,2024-07-28 14:21:00,Station Souk,Station Centre-Ville,13,7.4
1217,U8719,64,M,2025-07-30 16:20:00,2025-07-30 16:25:00,Station Stade,Station Souk,5,5.7
1218,U7132,64,F,2024-05-16 11:15:00,2024-05-16 11:32:00,Station Quartier Administratif,Station Centre-Ville,17,7.9
1219,U6467,41,M,2024-11-13 15:55:00,2024-11-13 16:59:00,Station Hôpital,Station Technopark,64,13.4
1220,U4140,22,M,2025-04-14 10:36:00,2025-04-14 11:15:00,Station Stade,Station Marina,39,9.8
1221,U6993,23,M,2025-03-06 19:41:00,2025-03-06 20:21:00,Station Hôpital,Station Quartier Administratif,40,8.8
1222,U1412,34,M,2024-07-22 18:02:00,2024-07-22 18:23:00,Station Aéroport Bus,Station Gare,21,8.6
1223,U9540,25,M,2025-12-21 08:52:00,2025-12-21 09:08:00,Station Marina,Station Centre-Ville,16,7.4
1224,U2053,61,Autre,2024-06-20 15:32:00,2024-06-20 16:10:00,Station Centre-Ville,Station Gare,38,9.8
1225,U5636,29,M,2024-11-02 19:25:00,2024-11-02 19:48:00,Station Centre-Ville,Station Quartier Administratif,23,8.1
1226,U5912,28,F,2025-09-15 12:43:00,2025-09-15 13:19:00,Station Université,Station Technopark,36,9.8
1227,U2363,40,M,2024-09-25 13:47:00,2024-09-25 14:00:00,Station Stade,Station Parc Central,13,7.9
1228,U9315,46,F,2025-06-04 22:48:00,2025-06-04 22:53:00,Station Stade,Station Parc Central,5,6.2
1229,U2740,26,M,2025-01-28 07:26:00,2025-01-28 08:02:00,Station Centre-Ville,Station Quartier Administratif,36,9.8
1230,U5826,63,M,2025-12-26 09:41:00,2025-12-26 10:30:00,Station Hôpital,Station Gare,49,11.0
1231,U9908,25,F,2025-02-05 06:38:00,2025-02-05 06:43:00,Station Quartier Administratif,Station Centre-Ville,5,6.2
1232,U4864,28,M,2025-12-01 06:44:00,2025-12-01 07:10:00,Station Centre-Ville,Station Souk,26,8.6
1233,U5133,22,F,2024-09-18 07:05:00,2024-09-18 07:10:00,Station Marina,Station Corniche,5,6.2
1234,U9055,61,F,2025-03-13 10:27:00,2025-03-13 10:39:00,Station Hôpital,Station Quartier Administratif,12,6.9
1235,U7921,59,M,2025-12-26 09:28:00,2025-12-26 09:54:00,Station Hôpital,Station Parc Central,26,9.1
1236,U4750,47,M,2025-11-26 21:56:00,2025-11-26 22:47:00,Station Hôpital,Station Marina,51,12.2
1237,U5272,41,M,2025-03-08 09:06:00,2025-03-08 09:45:00,Station Université,Station Gare,39,9.8
1238,U6841,44,M,2024-12-30 17:57:00,2024-12-30 18:26:00,Station Technopark,Station Quartier Administratif,29,9.1
1239,U8100,32,M,2025-01-21 21:10:00,2025-01-21 21:32:00,Station Université,Station Gare,22,7.6
1240,U7355,55,M,2024-07-14 08:52:00,2024-07-14 09:18:00,Station Marina,Station Technopark,26,8.6
1241,U7034,61,F,2024-02-14 14:18:00,2024-02-14 14:35:00,Station Corniche,Station Stade,17,7.4
1242,U7093,43,F,2024-01-16 07:17:00,2024-01-16 08:11:00,Station Marina,Station Université,54,12.2
1243,U2867,29,F,2025-04-11 17:43:00,2025-04-11 18:20:00,Station Technopark,Station Université,37,10.3
1244,U7498,50,F,2025-02-06 12:52:00,2025-02-06 14:07:00,Station Hôpital,Station Université,75,14.1
1245,U2662,30,F,2024-04-12 07:30:00,2024-04-12 07:56:00,Station Marina,Station Centre-Ville,26,8.1
1246,U6784,44,M,2025-01-15 17:06:00,2025-01-15 17:35:00,Station Aéroport Bus,Station Gare,29,8.6
1247,U2364,60,M,2024-03-28 00:07:00,2024-03-28 00:24:00,Station Parc Central,Station Hôpital,17,7.9
1248,U2907,32,M,2025-02-16 16:38:00,2025-02-16 17:14:00,Station Aéroport Bus,Station Gare,36,9.8
1249,U7991,35,M,2024-02-13 09:05:00,2024-02-13 09:27:00,Station Université,Station Gare,22,8.6
1250,U6321,46,M,2024-11-11 07:43:00,2024-11-11 08:04:00,Station Corniche,Station Stade,21,8.6
1251,U3108,60,F,2024-02-08 17:08:00,2024-02-08 17:39:00,Station Marina,Station Centre-Ville,31,9.8
1252,U7708,37,F,2025-01-04 08:18:00,2025-01-04 08:39:00,Station Centre-Ville,Station Stade,21,9.1
1253,U8425,49,M,2024-07-26 13:06:00,2024-07-26 13:23:00,Station Marina,Station Corniche,17,6.4
1254,U4092,48,F,2025-07-30 07:50:00,2025-07-30 08:13:00,Station Centre-Ville,Station Souk,23,8.6
1255,U8481,42,F,2024-11-21 09:56:00,2024-11-21 10:13:00,Station Souk,Station Centre-Ville,17,6.4
1256,U7166,50,F,2024-07-23 07:09:00,2024-07-23 07:29:00,Station Centre-Ville,Station Quartier Administratif,20,6.9
1257,U1761,63,F,2024-05-23 11:30:00,2024-05-23 12:04:00,Station Stade,Station Parc Central,34,9.8
1258,U1054,37,F,2025-03-29 12:08:00,2025-03-29 12:26:00,Station Quartier Administratif,Station Centre-Ville,18,7.9
1259,U1219,22,Autre,2025-03-08 21:31:00,2025-03-08 21:58:00,Station Université,Station Gare,27,7.6
1260,U6051,65,F,2025-02-04 18:00:00,2025-02-04 18:20:00,Station Quartier Administratif,Station Technopark,20,7.9
